Key;English;;;;;;;;;;;;;
the_red_terror_desc;要超越我们的敌人，我们就必须发展社会主义的军国主义。我们只能与$COUNTRY$百分之九十的人民携手同行。至于剩下的那百分之十，我们对他们没有什么可说的。他们必须被消灭。不要管定罪的证据是否存在，也不要管他是否真的有什么反对无产阶级的言行。只需要审问，问他所属的阶级，问他的出身背景，问他的受教育程度，问他的专长。这些问题会决定他的命运。这就是赤色恐怖的意义和本质。;;;;;;;;;;;;;
greater_iran_title;大伊朗;;;;;;;;;;;;;
greater_iran_desc;伊朗历史上经常受其他国家的侮辱，尤其是土库曼恰伊条约（Treaty of Turkmenchay）和古利斯坦条约（Treaty of Gulistan）的签订。伊朗边疆的土地落入敌人手中或陷入无政府。我们是时候洗刷这些羞辱并将伊朗的土地和人民带回我们的国家了。;;;;;;;;;;;;;
travel_to_europe_title;欧洲之旅;;;;;;;;;;;;;
travel_to_europe_desc;纳赛尔丁是第一位去过欧洲的伊朗君主，他为卡扎尔王朝开创了一项短命却非常重要的传统。他1873年前往英国，被维多利亚女王授予嘉德勋章，又于1878年再次前往并参观了皇家海军的检阅式，在1889年最后一次前往。据报道他对所见的西方技术感到非常惊讶，并且写了一本广受欢迎的日记，出版了伊朗语、德语、法语和荷兰语等多种语言的版本。;;;;;;;;;;;;;
appoint_mirza_title;任命米尔扎·塔基;;;;;;;;;;;;;
appoint_mirza_desc;米尔扎·塔基·汗·法拉哈尼，常被称作埃米尔·卡比尔，是卡扎尔王朝的波斯沙阿纳赛尔丁时期的首相，在纳赛尔丁统治的头三年任职，是整个卡扎尔王朝时期最可靠和最勇于创新的人物之一。他生在Hazaveh，于1852年被杀，是一位饱受争议的历史人物：自由派民族主义者将他尊为伊朗改革的先驱，认为他是现代化的推动者，在试图对国家进行逐步改革时被杀害。;;;;;;;;;;;;;
persian_cinema_title;伊朗电影;;;;;;;;;;;;;
persian_cinema_desc;在沙阿穆扎法拉丁第一次访欧期间，他在法国巴黎见识到了“电影”这项技术。沙阿很快爱上了银幕并命令他的个人摄影师准备所有必要的知识和设备来把电影搬到波斯，这成了后来广受欢迎的伊朗电影的开端。;;;;;;;;;;;;;
renaming_act_back_lushun_title;旅顺口;;;;;;;;;;;;;
renaming_act_back_lushun_desc;我们已经收回了旅顺这个小港口。外国蛮夷将这个地方改成了他们语言的名称，想借此申明自己的主权。我们是时候清除他们对这里的影响了。;;;;;;;;;;;;;
annex_limburg_NET_title;吞并林堡;;;;;;;;;;;;;
annex_limburg_NET_desc;林堡公国，这个为补偿德意志关税同盟失去卢森堡而建立的公国，已经成了一个过时且没有必要的概念。我们已经做好准备，随时可以将林堡并入荷兰。万事俱备，德国人也没法提出异议。;;;;;;;;;;;;;
annex_limburg_title;吞并林堡;;;;;;;;;;;;;
annex_limburg_desc;林堡已经独立了，作为德意志关税同盟的一员，它将成为我国不可分割的一部分。;;;;;;;;;;;;;
abandon_the_finnish_title;抛弃芬兰人;;;;;;;;;;;;;
abandon_the_finnish_desc;我们的北欧兄弟害怕我们会凭借芬兰人与瑞典人的多数地位控制斯堪的纳维亚同盟。他们最坚定要求的一件事就是，我们要保证只有北欧民族才能在出现在将来的斯堪的纳维亚同盟中，而且各民族平等。未来我们也许可以说服他们放弃这份执念，但现在我们只能将芬兰人踢出权力中心，让他们重新回归二等公民的身份。;;;;;;;;;;;;;
claim_finland_title;宣称芬兰主权;;;;;;;;;;;;;
claim_finland_desc;芬兰历史上属于瑞典，是芬诺斯坎底亚——斯堪的纳维亚半岛的自然延伸——不可分割的一部分。一个统一的斯堪的纳维亚必须包含芬兰。;;;;;;;;;;;;;
embrace_nordism_title;Promote Nordism;;;;;;;;;;;;;
embrace_nordism_desc;Expanding upon Pan-Scandinavism, which argues for a common nation for all Scandinavian nations, Nordism argues for the same among all Nordic countries, including the Icelandic and Finnish peoples. We will need to persuade all Nordic peoples that this will be for the greater good of $COUNTRY$, but if sucessful, we will strengthen the ties that bind all the Nordic peoples together.;;;;;;;;;;;;;
build_titanic_title;建造泰坦尼克号;;;;;;;;;;;;;
build_titanic_desc;几个资本家向政府提议建造有史以来最大的邮轮，名为泰坦尼克号。这艘奥林匹克级邮轮全长269.06米，最宽处宽28.19米。从船底到舰桥顶端的总高共32米。它的总吨位为46,328吨，吃水深度10.54米，总排水量52310吨。它最多可以容纳3327名乘客，首航就将穿越大洋。;;;;;;;;;;;;;
alexander_reforms_title;实施亚历山大改革;;;;;;;;;;;;;
alexander_reforms_desc;灾难性的经济状况促使沙皇亚历山大二世考虑改革的问题。亚历山大期望能实现农业现代化、消除农奴制的残余以使农业生产更有效率。这有助于俄国从落后的农业经济转变为现代的资本主义工业化经济。沙皇迫切希望俄国社会自由化，因此他推行了一系列的改革措施，当中包括设立名为“地方自治局”的代表机构，实际上是一种省份和乡村的地方政府，拥有教育、慈善救济和进行其他服务的功能。这位“改革者”沙皇还改革了陆军和海军，实施新的司法程序，彻底翻修了刑法。;;;;;;;;;;;;;
found_suez_canal_company_title;建立苏伊士运河公司;;;;;;;;;;;;;
found_suez_canal_company_desc;在苏伊士地峡修建一条运河的想法使这一地区变得非常热门且很可能在未来带来利润。通过创建一个$COUNTRY_ADJ$运河公司，我们可以维护我们在埃及的支配地位，提早开始运河的修建。;;;;;;;;;;;;;
vassalize_trucial_states_title;特鲁西尔条约;;;;;;;;;;;;;
vassalize_trucial_states_desc;列强们都对特鲁西尔诸国展露了野心，我们是时候加强对他们的控制了。一份新的条约规定，特鲁西尔诸国的谢赫们不得向$COUNTRY$以外的任何国家转让领土，未经$COUNTRY$允许不得与其他国家建立任何外交关系。作为回报，$COUNTRY_ADJ$政府将保证特鲁西尔海岸的安全并帮助他们抵御来自陆地的侵略。这份被称作独家保护协议的条约将由阿布扎比、迪拜、沙迦、阿治曼、拉斯海玛和乌姆盖万的统治者签署。;;;;;;;;;;;;;
claim_bahrain_qatar_peninsula_title;宣称巴林-卡塔尔主权;;;;;;;;;;;;;
claim_bahrain_qatar_peninsula_desc;巴林和多哈所在的这个波斯湾上的小半岛长期由来自阿拉伯的谢赫们统治。边境线几经改变，我国的统治者历史上也不止一次宣称对该地区拥有主权。是时候再次宣称我们的土地并占领半岛了。;;;;;;;;;;;;;
integrate_bahrain_trucial_states_title;将巴林纳入波斯湾总和平条约;;;;;;;;;;;;;
integrate_bahrain_trucial_states_desc;特鲁西尔诸国是位于波斯湾西南的一群小国，这里曾经被英国人称作“海盗海岸”，他们与英国政府签订了停战协定（所以叫做“特鲁西尔”（Trucial，英语的停战））。这些协定建立了一个非正式的大不列颠保护国，这些签约的谢赫国或埃米尔国都是英国的保护领。鉴于我们的保护国已经将势力扩展到了巴林，我们将有可能把巴林的苏丹纳入这份条约，以集中我们的保护。;;;;;;;;;;;;;
integrate_qatar_trucial_states_title;将多哈纳入波斯湾总和平条约;;;;;;;;;;;;;
integrate_qatar_trucial_states_desc;特鲁西尔诸国是位于波斯湾西南的一群小国，这里曾经被英国人称作“海盗海岸”，他们与英国政府签订了停战协定（所以叫做“特鲁西尔”（Trucial，英语的停战））。这些协定建立了一个非正式的大不列颠保护国，这些签约的谢赫国或埃米尔国都是英国的保护领。鉴于我们的保护国已经将势力扩展到了卡塔尔，我们将有可能把多哈的埃米尔纳入这份条约，以集中我们的保护。;;;;;;;;;;;;;
samos_unite_with_greece_title;并入希腊;;;;;;;;;;;;;
samos_unite_with_greece_desc;我们这个小岛不可能独自存活，是时候与我们的希腊兄弟统一了。;;;;;;;;;;;;;
unite_yemeni_colonies_title;集中管理也门;;;;;;;;;;;;;
unite_yemeni_colonies_desc;为了更好地管理我们在也门的殖民地，我们应该把北也门和南也门合并为一个单独的殖民地。;;;;;;;;;;;;;
unite_north_yemen_existing_title;统一南北也门;;;;;;;;;;;;;
unite_north_yemen_existing_desc;为了更好地管理我们在也门的殖民地，我们应该把北也门和南也门合并为一个单独的殖民地。;;;;;;;;;;;;;
adopt_yazidi_title;接纳雅兹迪教派;;;;;;;;;;;;;
adopt_yazidi_desc;雅兹迪派在我们的首都拥有很多信徒，曾经是我们国家的主流宗教。我们可以将雅兹迪派立为国教，但这必定会激怒国内的非雅兹迪民众。;;;;;;;;;;;;;
build_the_tsr_title;修建西伯利亚大铁路;;;;;;;;;;;;;
build_the_tsr_desc;一条连接$CAPITAL$与符拉迪沃斯托克的铁路将会推进我们在俄属远东地区的殖民进程并保障我们对西伯利亚资源的利用。;;;;;;;;;;;;;
build_the_manchurian_railway_title;修建满洲铁路;;;;;;;;;;;;;
build_the_manchurian_railway_desc;那份将亚瑟港割让给我们的条约同时也给予我们在满洲修建铁路的特权，这将缩短西伯利亚大铁路的路程，也能开通一条连接亚瑟港的铁路。;;;;;;;;;;;;;
cede_aden_to_yemen_title;归还亚丁给也门;;;;;;;;;;;;;
cede_aden_to_yemen_desc;也门政府声称亚丁应属于他们的一部分，那么我们就应该把亚丁还给他们。;;;;;;;;;;;;;
revoke_kurdish_autonomy_title;取消库尔德人的自治权;;;;;;;;;;;;;
revoke_kurdish_autonomy_desc;位于帝国边境的库尔德省份一直享受着自治。如果我们要与世界上其他列强竞争，就必须改变这种状态，结束当地部族的统治并将这些土地置于$COUNTRY_ADJ$直接管理之下。;;;;;;;;;;;;;
revoke_kuwait_autonomy_title;取消科威特人的自治权;;;;;;;;;;;;;
revoke_kuwait_autonomy_desc;尽管科威特名义上是由巴士拉管辖的，但科威特人传统上一直保持着一定程度的自治权。$YEAR$年，奥斯曼的官员为了重申他们在波斯湾的存在，采用军事手段介入了科威特几大家族之间的冲突。;;;;;;;;;;;;;
the_moroccan_question_title;摩洛哥问题;;;;;;;;;;;;;
the_moroccan_question_desc;尽管我们这几年的控制稍有减弱，但摩洛哥苏丹国长久以来都被视为处在我国的影响范围内。既然柏林会议已经召开了，我们最好与其他列强商讨在摩洛哥划分势力范围的问题，这样我们也能分得一杯羹。;;;;;;;;;;;;;
enslave_the_serfs_title;把农奴变为奴隶;;;;;;;;;;;;;
enslave_the_serfs_desc;农奴通常占据着一小块土地，需要为土地的拥有者——庄园主工作，作为回报，他们被授予合法正当受保护地利用庄园内特定土地维持生计的权利。除了在地主的田地里干活，农奴还常常要在地主的矿井、森林和道路工作。庄园主无权出售他的农奴。另一方面，如果地主要转让一片土地，生活在这片土地上的农奴的所有权也一并转移，用他们长期耕作这片土地的经验为新地主服务。农奴不得在未经允许的情况下放弃土地，也无权出售土地。尽管他们的地位已经接近奴隶，但我们依然可以进一步剥夺他们的人身权利，把他们变成名副其实的奴隶。他们将不再被束缚在土地上，而是受主人的束缚。;;;;;;;;;;;;;
durand_line_title;杜兰线;;;;;;;;;;;;;
durand_line_desc;英属印度政府可以派遣莫蒂默·杜兰到喀布尔去与阿富汗国王阿布杜尔·拉赫曼·汗协商他们的边境范围，同时也能增进外交关系、洽谈贸易。这会结束阿富汗对印度土地的主权宣称，使我们之间的关系正常化。他们占有的所有印度土地将还给我们，我们占有的阿富汗土地也将还给他们。;;;;;;;;;;;;;
form_pakistan_title;成立巴基斯坦;;;;;;;;;;;;;
form_pakistan_desc;伟大的穆斯林现代化改革家赛义德·阿赫默德汗爵士开启了穆斯林的觉醒运动，被认为是印巴两国论的缔造者。两国论是一种理念，认为印度次大陆所有穆斯林的身份认同和共同特性主要来自他们的宗教而不是语言或者种族，因此印度的印度教徒与穆斯林应该分为两个国家，不论他们属于哪个民族或团体。为了反驳那些声称“一些相互之间种族和语言都截然不同，仅仅由地域联系在一起的社群根本无法组成国家”的批评家的观点，这种理念提出了东方国家的概念与西方不同的观点。根据这个观点，在东方宗教是“影响所有生活行为的社会秩序”，“人民忠诚于谁是基于宗教而判断的”，所以“领土民族主义的观点从未取得成功”。为了保证印度次大陆的穆斯林不受印度教徒的统治，保证他们在社会中据有一席之地，我们最好建立一个属于全体南亚穆斯林的国家，以展示我们在这一地区的霸权。;;;;;;;;;;;;;
